full_text,sentiment
"@richizuluaga: “Fortalecer” @Colpensiones con los fondos privados es un ROBO a mano armada con fusiles de largo calibre. 

Los de Medell…",0
@simonmolinag: Que sentirá Quintero con la abucheada a su candidato Petro en el centro de Medellín?,0
@FachoFercho: Awww 🥰 ¿El visaje de ayer en Medellín fue de cumple? ☺️🥰 https://t.co/ZM6VI61ekA,1
"@jarizabaletaf: - Balacera en un jardín plaza en Cali
- Robo con fusiles en Medellín
- Tiroteo en Titán Plaza en Bogotá

Guerra urbana a…",0
A @petrogustavo lo sacaron a putasos de Medellin. ¡Vamos Colombia! ¡Hay esperanza!,0
#Medellin | hace varios minutos se presentó un atraco a mano armada en el barrio San Germán sector Unidad Ciudadela Tierra Firme. @PoliciaMedellin @seguridadmed @sebaslopezv @simonmolinag #GuardianesAntioquia https://t.co/cBTGUs1t2q,0
"@sebaslopezv: .@petrogustavo llega al centro de Medellín y así lo recibe la ciudadanía, quienes no comen cuento y saben el desastre de p…",0
@BoteroCoffes: Así sacaron a @petrogustavo del sector del hueco en #Medellín https://t.co/IsU0M7aSO0,0
"@anamarqr: Petro en el centro de Medellín. 
Lo recibimos como se lo merece... 🤣🤣🤣🤣🤣 https://t.co/2nmNQZSqYH",0
"@enfoquepolitic_: #Noticias En su recorrido por el centro de Medellín, el candidato @petrogustavo  fue abucheado por la comunidad. Entre…",0
"@MedellinMiradas: ¿Extrañas ver películas con los parceros? 
Separa tu agenda, porque del 25 al 28 de Noviembre el plan es en MIRADAS ME…",1
@SandraMarin1982: QUINTERO LA CIUDAD DE MEDELLÍN SOMOS TIERRA URIBISTA. #QuinteroSeVa https://t.co/NTFRoOR2mf,0
@MargaritaRepo: Que orgullosa me siento de ver a una raza valiente defender su ciudad y sus principios. Que orgullosa me siento de mi ge…,1
"@ElRepublicano09: ""Fuera Petro! ¡Fuera, Fuera!""
Tremenda abucheada se llevó hoy @petrogustavo en Medellín.
Antioquia le dice NO al petro…",0
"@AlexKleinO: Lo que pasó hoy en Medellín es una pequeña muestra de lo que sería Colombia con porte legal de armas. 

El sueño mojado del…",0
"“Que bien se siente tener belleza de verdad y no de esas interior que inventan los feos”….
#MTY #Monterrey #Mexico #Viernes #ViernesDeGanarSeguidores #Medellin",1
"Urgente, insolito, extraordinario, informan desde medellin que está lloviendo valeriana como un HPs, desde que petro lleno la plaza. @Jojare2 @alejarojas_g @AUGUSTOOCAMPO @DonIzquierdo_",0
@KevinCTriana: ¿Qué tal la abucheada a Petro en Medellín? Lo mejor del día.,0
"@FisicoImpuro: Medellín está cambiando. Una tierra que hasta hace unos años era casi que en su totalidad uribista, hoy están abriendo lo…",1
"@veronicaarango_: En Medellín la gente grita: fuera ⁦@petrogustavo⁩, fuera. Eso sembró, eso recibe, aquí por más de que el alcalde ⁦@Qui…",0
@EpicuroDeSamos_: 3 uribistas insultan a Petro en una calle de Medellín y un loquito hace un hilo diciendo que todo Medellín abucheó a P…,0
"@Leo_uribista: Este es el verdadero pueblo rechazando a Gustavo Petro en Medellín, no el de las encuentras acomodadas‼️https://t.co/t2I6…",0
"@Maria06_23: #TodosConQuintero EL mejor alcalde que ha tenido Medellín, que se enfrento al uribismo y por eso lo quieren sacar, pero no…",1
"@fabijtl1906: @natiibedoya @petrogustavo https://t.co/Hwdf7i1Mxq
MIREN ATENTAMENTE COMO ECHARON A PETRO DE MEDELLÍN!!!!",0
@JuliaCorreaNutt: Sí robaron: Fiscalía confirmó que ladrones de Medellín se llevaron más de $550 millones en oro | Antioquia | BluRadio…,0
"@valeriacdgarcia: Amo a los paisas, hoy en Medellin chiflaron a los izquierdosos que estaban haciendo campaña en el Centro! 🇨🇴. https://…",0
"@Camilo_GeolCol: @JoseMejiaCD Muy bueno Medellín, asi debe rechazarse ese guerrillero demente y mentiroso, que quiere destruir a Colombi…",0
@pochoharbEC: Fabuloso lo de Medellín. Banda fuertemente armada de 11 delincuentes intentan asaltar un taller de fundición de oro. Una p…,0
@brisa7766433br1: Los rostros del desconcierto nunca pensaron que su objetivo nunca terminaría gracias a la efectiva y pronta acción de…,1
"@acostalaverde: @alejarojas_g Medellín entonces ahora le pertenece a Petro, o sea que cambia de capatáz? Pensé que Medellín le pertenecí…",0
@natiibedoya: A @petrogustavo lo sacaron como a un perro del centro de Medellín.,0
@JUANCAELBROKY: Gran evento de @petrogustavo en Medellín con maestros y sectores de la academia. #MedellinEstaCambiando con #PetroPresid…,1
@andresportillo_: En Medellín abuchearon a @petrogustavo. 😍 https://t.co/D3eBRVrlNA,0
"@Alex_RuaP: #DePeliculaEs lo que está pasando en Medellín, Antioquia no es Uribe Carajo. Hoy Petro lo demuestra y todo el pacto lo segui…",1
"@verdolaga2323: Saben porque creo que Colombia tiene futuro, no es sino ver cómo recibieron hoy en Medellín a @petrogustavo, ahora estoy…",1
"@nandophc: Señor presidente, que @petrogustavo no vuelve a Medellín 😏 https://t.co/xfvBSVRTFh",0
"@ColombiaHumana_: @petrogustavo conoce a esta hora la Casa Petro en Medellín. Tremenda y bella acogida en tierras paisas. 🥳🥳🥳

#Medellín…",1
"@Hctor22639686: Petro en Medellín 
Me erice https://t.co/OrVD80r4Tt",1
@Tyche78Tyche: ¿Qué es lo qué está pasando en Medellín con el tema de la seguridad? - ifm noticias https://t.co/MoIF1bbSbX,0
@AlbertoDiazCOL: Cabal en Medellín // Petro en Medellín https://t.co/c8p8UuVFfC,1
@OscarOrtizE2: Petro perdió el viaje a Medellín los delincuentes de la primera línea no le pudieron entregar el oro se le daño la vuelta,0
@EpicuroDeSamos_ La mayoría del Dpto de Antioquia DETESTA al guerrillero exconvicto incendiario indultado corrompido embargado multado destituido ProFarc SOCIALISTA Petro.  3 Uribistas ? Medellin y todo Antioquia es Uribista . Deje la ridiculez.,0
@hernancadavidma: Desde Washington: He solicitado medidas cautelares en la CIDH para que se protejan los derechos de la oposición y la l…,0
@Tweet1A: Álvaro Uribe Vélez viendo como la gente en Medellín le copia a @petrogustavo https://t.co/7cfc7IlYGI,1
Medellín = Ciudad de 🌮,1
@elcolombiano: El líder de la Colombia Humana fue abucheado en un recorrido con su equipo político por el sector de El Hueco. Ante lo te…,0
@jatororios: Alcalde se metió con la clase política de Medellín y lo mediocre del colombiano.lo van a distinguir . perseguir.,0
"@patagoniantech: ¡Regístrate al #MeetUp Patagonian! 
Será un encuentro presencial y distendido en Medellín 🇨🇴  para compartir y conversa…",1
"@camipaisa1: Atención, lo de ayer en Medellin no fue un intento de robo, si alcanzaron a llevarse parte del botín.
Otra mentira de Pintu…",0
"Apenas vengo a enterarme de que el presidente estaba en el hueco de Medellín, mera falla. https://t.co/nfwAKAWOgj",0
@Guardianes_Ant: #Medellin | ASI FUE EXPULSADO PETRO DE MEDELLIN SECTOR EL HUECO LA GENTE LE GRITABA ESTA ES TIERRA URIBISTA. https://t.…,0
@Dario__Vasquez: En Medellín tratamos a las ratas como se merecen......como ratas.,0
"@JuliaCorreaNutt: En Medellín necesitamos un Alcalde que se dedique a gobernar, no un Alcalde que se dedique a ver series en Netflix par…",0
"@osoto74soto: @JoseMejiaCD La tierra de @AlvaroUribeVel se respeta, así sacaron. Los paisas a @petrogustavo del centro de Medellín. http…",0
@elANTIMILI @petrogustavo Ud lo único que sabe decir es vea por qué no piensa un poquito en qué ciudad está y el riesgo que es que Petro Ande por el centro de Medellín,0
"@Lilozen76: Infinitas gracias a todas las personas que le gritaron al guerrillero ""Fuera de Medellín"". Me representan completamente. Ben…",0
"@JAntiuribista: Las noticias reportan balacera en centro comercial de Cali, balacera en Barranquilla, balacera en medio de un hurto en M…",0
"@vovallediaz: No hay que estigmatizar a Medellín llamándola Metrallo. Ya bastante tuvo con el Cartel de Medellín, la Oficina de Envigado…",0
"Atención, lo de ayer en Medellin no fue un intento de robo, si alcanzaron a llevarse parte del botín.
Otra mentira de Pinturita para quedar bién. https://t.co/BkLCLZImCq",0
No demora en decir @petrogustavo que la gente del El Hueco en Medellín es Paraca! https://t.co/tbMs3JAeFU,0
@ElRepublicano09: Lo que pasó hoy en Medellín llena de esperanza. No dejaremos subir a ese dictador en potencia🙏🇨🇴,0
"@Leo_uribista: ‼️Esta es la verdadera encuesta, ver esto me emociona, así fue sacado Petro del centro de Medellín!!‼️https://t.co/FXe6gH…",0
"Último encuentro de formación del año con los mediadores de Medellín en la Cabeza, mientras escuchan a los líderes del sector El faro de la C8 contando experiencias y memorias... https://t.co/t7XEhQNQ4h",1
@Fercho42981666: @elvenua5 @JoseMejiaCD increible en medellin al menos tienen mas sentido de pertenencia en cambio en cali aun con ospin…,1
@Jokeraton: Sres @TwitterLatAm liberen la tendencia #MedellinEstaCambiando ... Está incluida en la tendencia #Medellin ...,0
"@maluma: MEDALLO EN EL MAPA!!!! 
El show más hp que va a tener la ciudad de Medellín. AMÉN 🙏🏻",1
@J37911855: #PetroEsHambre Fuera petro. Lo sacaron como una basura de Medellín. 💩🗑️🤮,0
@RevistaSemana: Presencia de Gustavo Petro en Medellín calentó los ánimos de la gente: así fueron los gritos a favor y en contra.  https…,0
"En Medellín puede que no haya gobierno pero, lo que si tenemos es autoridad. Cómo no sentirnos orgullosos de nuestros policías 👏🏻👏🏻👏🏻 ⁦@PoliciaColombia⁩ ⁦@PoliciaMedellin⁩ 

https://t.co/73SiEttK10",0
@vcardenas76: Despachado Petro de Medellín! Así es que es! https://t.co/31XHeuM2zo,0
@BLUAntioquia: Sí robaron: Fiscalía confirmó que ladrones de Medellín se llevaron más de $550 millones en oro --&gt; https://t.co/aGcHnmGDO…,0
"@_Gelver_: 🧵 Hilo sobre lo que pasa en Medellín, el Caso HidroItuango, el BID, los uribistas detrás de la revocatoria del alcalde y el a…",0
@honohenriquez: ¿Creen que en Medellín van a calar sus  mentiras y a los paisas los van a manipular como a los ingenuos prepagos que obl…,0
"@isamg6 @petrogustavo La historia contará que medellin volvió hacer la de antes sin narcos, sin paracos y sin el uribismo. Medellin progresará.",1
"@sermeca: @sebaslopezv @petrogustavo Concejal, no mienta. El Hueco es el ""lavadero"" más grande que tiene Medellín. El centro lo manejan…",0
@sanvalgo: A @petrogustavo hoy lo sacan así hoy del centro de #Medellin El pueblo habla y esto es muestra del inconformismo con sus idea…,0
@Leo_uribista: ‼️Petro pensó que con 15 mariguaneros gritando a favor le ganaba a los miles de comerciantes de Medellín que los sacaron…,0
"@DionisioHermes: En Bogotá, Medellín o Cali, si vas a salir a cualquier sitio, nada de reloj, ni celular, ni plata, ni joyas, ni gafas f…",0
"#Alerta La Chiva #Medellín:
Así interceptaron a uno de los involucrados en el robo de ayer
#ElPoblado #Robodeoro #Bodegadeoro #Oro #AvenidaLasVegas #Cámarasdeseguridad #Calasanz
https://t.co/eBcEHSVjFx",0
"@luzmabe1959: Así fué expulsado de Medellín el 💩de PETRO.
Sector de el hueco un sector muy comercial de Medellín 👏👏👏👏
#MontealegreNoMeCa…",0
@AngelRafaelPa: Dicen que petro tiene 8 millones de votos pero con el experimento comunista en bogota ya 2 veses y Medellín Cali no le v…,0
@LuisGuillermoVl: La chiflada de Petro en “El Hueco” en Medellín. https://t.co/PrqxNaz4DU,0
"Una pequeña muestra del paso de los Artistas Cerro🤩por los @premiosicono 🎶 

#thecerrogroup #cerrogroupartist #premiosicono #medellin #latin https://t.co/60XMhBUtl2",1
@EPMestamosahi En Cl47F#94-63 en el colegio Lola González sector santa Lucia Medellín hay hundimiento del pavimento y ya se había reportado y nuevamente se está presentando hundimiento. Favor revisar y solucionar para evitar accidentes y congestión vehícular https://t.co/hquiTWSyaT,0
"@IsabelHdz05: Uds saben cuántos votos pone el centro de Medellín?
😎❤ estoy llena de esperanza con mi tierra,  acá no fue ojibrotado hp",0
"@vocesco: #Voces | Masivo recibimiento a Gustavo Petro en Medellín por el sector del magisterio y la academia

https://t.co/zmGIIRcjc6",1
"@atisiram @LamartinelliE Medellin, Cilombia con toda mi alma.",1
@RobertoMTico: Esta visto que COL y el supuesto fortín del #Matarife Álvaro Uribe Vélez (Medellín-Antioquia) LE PERDIÓ EL MIEDO Y NO LE…,0
@FisicoImpuro: Petro estará hoy en Medellín demostrándole a Uribe y al uribismo en general en su propia casa que #MedellínEstáCambiando…,1
"@Jokeraton: El próximo Presidente de Colombia se llama Gustavo Petro y ya se encuentra en Medellín... ¡Ánimo guerreros, 20 twitts más co…",0
@QuinteroCalle: Medellín es la capital de los alumbrados en Colombia y Latinoamérica. Así serán este año. https://t.co/bBxFHVck8d,1
@Jece42872998: @MargaritaRepo La campaña del cacas en Medellín comenzó el 2020 enero. https://t.co/PzRIu0aYFU,0
@Citytv: Un grupo de sujetos armados robaron dinero y joyas avaluadas por los 30 millones de pesos. Los detalles acá → https://t.co/W7Ui…,0
@anatolykarpovv: Martuchis pedirá a la CIDH que intervenga para liberar a los 11 jóvenes cabal capturados ayer en Medellín,0
@AndresLopezALA2: Gustavo Petro sacado hoy de Medellín así debería ser en todas la ciudades https://t.co/qowTX9Y222,0
@simonmolinag: En Medellín NO queremos a Petro https://t.co/KnsJXM3LMC,0
"Y como está, el ambiente en Medellin?......🤓🤓 https://t.co/zbWntA98aN",1
@FicoGutierrez: Felicitaciones para la @PoliciaColombia @PoliciaMedellin por la rápida y oportuna intervención para evitar atraco en Med…,1
"@willj84753699: ¡ATENCIÓN COLOMBIA!
El magisterio en Medellin con el Pacto Histórico y @petrogustavo
#MedellinEstaCambiando 
Compartan e…",1
"@FABIOMORENOR1: @JoseMejiaCD @MarcelaBarrerat Abucheado @petrogustavo en Medellín, los paisas hicieron respetar su ciudad, no lo dejaron…",0
"@AndresElGury: Que cosa tan pero tan espectacular! @petrogustavo y tú pupilo @QuinteroCalle 

EN MEDELLIN NO CABEN!",0
"@mauricio931308: Los del intento de robo y tiroteo en Medellín tienen toda la pinta de ser petristas con entrenamiento guerrillero. 
No…",0
"@hernancadavidma: Acabo de llegar a la ciudad de Washington, venimos determinados a continuar la defensa de Medellín también en otros es…",0
@IsabelHdz05: Ya salio @QuinteroCalle con su atril a decir que los sacamos a @petrogustavo del centro de Medellín fuimos los uribistas 😎🤣,0
"@datoatipico: Esa sede de @petrogustavo presidente en Medellín es todo lo que está bien en la vida… 😍

Perdón don @Jojare2 que tomé la f…",1
"@iLordPetrosky: Hoy es la inauguración de la Casa con P de Paz, con P de Pacto, con P de Petro en Medellín; si estuviera gobernando el U…",1
@brisa7766433br1: Hay que decirlo con toda la claridad al alcalde de Medellín @QuinteroCalle se le salió la ciudad d las manos lamentabl…,0
"@anamarqr: Te sacaron a madrazos de El Hueco, en pleno centro de Medellín. Payaso.",0
"@notired360: #Notired360 🚨Con abucheos y gritos fue recibido Gustavo Petro  en la Ciudad de Medellín, la tarde de hoy.

Video suministra…",0
"@ManuelBeltrn14: Ese show de Medellín no se lo puede creer nadie.

Los medios salen a decir que es un robo de película, cinematográfico,…",0
"@patriciayorkyy: @JoseMejiaCD El tipo al pueblo lo mete en el mismo rasero, fue al centro de medellin esperando vivas, muestras de amor…",1
"@Betoel14: #DePeliculaEs el robo de esta peligrosa delincuente que a diferencia de los de Medellín no disparo una sola bala, y esta si c…",0
"@Elminarca: Esa chiflada que le metieron a Petro en Medellín causará que el dólar mañana amanezca más bajito, créanme 🤭",0
@JUBILADOPATRIO1: Hermosas imágenes de mí Medellín del alma....,1
"@DiegoFi27933574: Petro abucheado en Medellín..!
Q maravilla..😝😝😝",0
@RomeroSaltaren: @ElRepublicano09 Un buen ejemplo dio medellin hoy,1
@QuinteroCalle: Medellín cada vez más bella. https://t.co/Fwwmt1yA14,1
la más chimba de medellín y no me las pico,1
@Jcamilocastr0: se busca persona para que me lleve al concierto de maluma en medellín para una amistad desinteresada,1
"@comino_gomez Uf es que aguanta, mi u tiene una sede en Medellín y la verdad estoy mamada del clima de los trancones de lluvia frío, pero en Medellín no conozco mucha gente que digamos no tengo amigos amigos ☹️",0
@Vigarka: Y entonces Petro dice que se acerca a ganar en primera vuelta en las regiones y hoy de Medellin lo sacaron a la primera.,0
"@camipaisa1: Les comparto hermoso hilo con videos de la putiada a Petro en Medellin hace un rato, le gritaron de todo y se dió cuenta qu…",0
"@RobertoMTico: A esto sí que le tiene miedo el #Matarife Álvaro Uribe Vélez. Después de @QuinteroCalle, Gustavo Petro será quien mande e…",0
"@andersoncasta16: Medellín con Petro, somos la esperanza, somos la paz y vamos a ganar. #MedellinConPetro
@petrogustavo https://t.co/iPE…",1
"La rabia de los rolos y caleños con los paisas, es que gracias a Medellín y Antioquia no estamos limpiando parabrisas en Panamá",0
"@hugouribev: @JoseMejiaCD De Medellín sacaron a @petrogustavo como la basura que es...

Muy bien Medellín, nunca decepcionas!...",0
@ProfesorSalas38 @CARLOSYGORDILLO @petrogustavo @fecode Malparido lo sacaron de Medellín corriendo jeje,0
"@karcove: Antioquia no es de Uribe. Uribe paraco, el pueblo está berraco.
Petro, hoy en el sector de hueco de Medellín. https://t.co/NWC…",0
@olgalgonzalezj @ElinformadorAnt @CeDemocratico @juliogonzalezvi @gisgil15 @jflafaurie @Rubychagui @PaolaHolguin @simonmolinag @JDValde @daniel71371 @mas_medellin Revise el Secop. Aquí es con pruebas.,1
"@anamarqr: Pintuuuu, ¿estás muy triste?
Sacaron a madrazos, pleno centro de Medellín, a uno de tus jefes... https://t.co/9tm0zC9V2G",0
@PetroNoContext: En Medellín es Duque  // Bogotá es Claudia https://t.co/qHgr6mbThq,1
"Señor presidente, que @petrogustavo no vuelve a Medellín 😏 https://t.co/xfvBSVRTFh",0
Que sentirá Quintero con la abucheada a su candidato Petro en el centro de Medellín?,0
@JuliaCorreaNutt: Medellín sacará de la Alcaldía a @QuinteroCalle y Antioquia será determinante para que @petrogustavo no gane la Presid…,0
@leoaposada: Expulsado el narco-asesino @petrogustavo de Medellín ahora es que diga que lo llevaron en hombros por las calles de Medellí…,0
¿Alguien la quiere informar a miss maridos lo que pasó en Medellín y como lo sacaron como un perro ? https://t.co/nk8ve92zIG,0
@13Carlosmao: @Guardianes_Ant Expulsado?? Jajajaja el uribismo murió hasta en medellin. https://t.co/LzNCGmPf9h,0
@petrogustavo Gracias Medellín. https://t.co/IIw3pToGSm,1
"@LUFECARO2004: La vida nos enseña que “no hay mal que dure cien años ni cuerpo que lo resista”, aún en las garras de las mafias corrupta…",0
"@DonIzquierdo_: Los enemigos de la Paz no creen que #MedellínEstáCambiando, a ellos les gustaba la Medellín del narcotráfico y el parami…",0
"@andersoncasta16: #PetroEnMedellin
 Ya está el próximo presidente en Medellín. https://t.co/SaDj3WYdKa",1
"@vanessavhoyos Síí, el plan es deli, son aproximadamente 15 días iniciando en el Cabo de la Vela, la Guajira, Santa Marta, Cartagena, Medellín, hay muchas playitas lindas... Jaja te estaremos avisando, no a muchos les gusta el plan de estar 15 días viajando por carretera.",1
"@petrogustavo Bandido te fue mal en Medellín, acá no te queremos guerrillero hp miserable.",0
#SaqueLargoWIN  estos son mis clasificados con la triple fecha. 1. nacional 43p 2. Millos 38p 3. Pereira 35p 4. Tolima 34p 5. Cali 34p 6. Junior 32p 7. Envig 31p 8. 8America 29 Saludos desde Medellín Aranjuez,1
@OscarOrtizE2: Hoy en Medellín le dijimos a Petro Chao CACA,0
@ascendenthe: #DePeliculaEs VER A MEDELLÍN COMO APOYA A @petrogustavo https://t.co/NNQmmk3TKU,1
"@Progresistas22 M E T R A L L O

Medellín
Está
Tratando de
Regresar
A
Lo que 
Los buenos paisas
Obtuvieron hace tiempo y se perdió.

Está tratando de llegar a ser la mejor ciudad de Latinoamérica, y tratado de ser el mejor vividero del país, tratando de superarse a sí misma cada día.
#Metrallo",0
@JairoLopezV11: @ElRepublicano09 *ASI FUE EXPULSADO PETRO DE MEDELLIN SECTOR EL HUECO LA GENTE LE GRITABA ESTA ES TIERRA URIBISTA.* http…,0
"Hoy la gente de Medellín me devolvió la fe, porque está ciudad no se doblega a guerrilleros populistas que quieren implantar el socialismo eterno.",0
"@SoyUnPueblo2: #MedellinEstaCambiando 
Medellin va a ser una de las ciudades clave para la derrota del Uribismo y el triunfo de la Colom…",1
"@silvioravel: Cómo escatimar hoy palabras de felicitación a la Policía de Medellin por su valentía, su arrojo, su precisión, su eficienc…",1
@ottysolano: Jeje… que chevere es entrar a tw y ver la noticia y la cantidad de vídeos de la abucheada que le pegaron a @petrogustavo en…,0
@marjedic2009: Tenga su encuesta Petro Gustavo 😅 bien por la gente de Medellín!! los únicos simpatizantes son a los que les pagan $30.00…,0
"@RobertoMTico: Que Gustavo Petro estará en Medellín #MedellínEstáCambiando? Que antes de @QuinteroCalle eso era algo imposible?
#TodosCo…",1
@TiteresAnti: Petro en Medellín https://t.co/fvd8Qbf9a8,1
"@petrogustavo Petro y Fecode, la misma m13rda.
Fuera de Medellin, para siempre.",0
"@alejarojas_g: Hoy viene Petro a Medellín y ahi estaremos ✊🏼
Medellin ya no le pertenece mas al Uribismo.

#MedellinEstaCambiando",1
"@DavidvanegasA5: Los paisas haremos respetar nuestra democracia , nuestra institucionalidad. Hoy le decimos a @petrogustavo Fuera de Med…",0
"@daniel71371: Asi como le acaba de pasar a petro es que @QuinteroCalle no hace sus actos abiertos al publico, todo es premeditado con li…",0
"@ElDelaBudweiser: Los 30 pelagatos mks que dijeron que Medellín sacó corriendo a Petro deben estar todavía allá parados en el Hueco😂

 #…",0
"@EstefaniaCuar10: En este video si se puede apreciar bien que si es  @petrogustavo al que abucheaban en el centro de Medellin, en los ot…",0
"En #OtraQuinterada el alcalde de medellin quien puso el atril en medio de una vía principal armando un taco monumental, para decir de que en medellin ya no robaban, sin nisiquiera hablar con los empresarios de la bodega afectada. 

Resumen: @QuinteroCalle Protagonista de Novela https://t.co/Q9i5cuxsmX",0
"@RicardoGalanO: Tienen razón, la balacera de Medellín parece de película. Por aquello de la ficción. Los múltiples ángulos de los videos…",0
"@Jokeraton: ¡Medellín es el sepulcro del uribismo en Colombia!

#MedellinEstaCambiando",0
@alvarogonzalezu: #FelizCumpleañosCompromiso. En el 2013 escribí esta columna sobre parte de la historia de Medellín que se cruza con la…,1
"@sebaslopezv @petrogustavo Tres pelagatos, se les nota el grado de ignorancia como el concejal que publica con falacias sin argumentos;lo único que se es cada día estarán más asustados; Medellín ha cambiado, tiene un excelente alcalde y pronto ayudará a elegir al nuevo presidente Petro, el cambio se acerca",0
@isamg6 @petrogustavo Entonces sacaron al kkas de Medellín https://t.co/kZLLAhiaQH,0
@yonydumar: La rechiflada a Petrochenko en “El Hueco” en Medellín... Poesía pura! https://t.co/r2mU6EDYVo,0
@juancamilolenis @palindromokpcua @natiibedoya @petrogustavo Venezolanos echando a petro de medellin?,0
"@TioMaluma: Es momento de abrir mi cuenta de Only Fans, los tickets para el concierto de Maluma en Medellín no se van a comprar solos.",1
@Aliciam23668166: @ElRepublicano09 @petrogustavo La ciudad de Medellin está padeciendo las consecuencias de haber elegido un izquierdoso…,0
@hlukso: @isamg6 @petrogustavo Apoteosica bienvenida le dieron a Petro en Medellín!! Jajaja,0
"@JUBILADOPATRIO1: Hermoso mi Medellín del alma...
Fuera setentaHPPPPPPP guerrillero....",0
@ElRepublicano09 @petrogustavo Medellín no es colombia,1
"@sanpatito84: @elANTIMILI @Gloridem_53 @petrogustavo No conozco Medellín, pero vi un en vivo de @AquinoTicias1 en el sector del Hueco y…",0
"@NotaRoja_Mx: Frustran #Robo en empresa de #Oro en #ElPoblado en plena #Balacera
#Policial #Medellin

https://t.co/zSzZiiE1PD",0
"@Margaritarosadf @ISAZULETA @wilsonariasc @AidaAvellaE Oiste Margarita, si sabias que hoy te sacaron a patadas a tu amado Petro de un evento en Medellin??",0
"@elkin_isaza: Que creyó...que porque su títere está en la alcaldía de Medellín  , lo iban a recibir con los brazos abiertos?",0
"@hugouribev: @Leo_uribista @petrogustavo y cómo le va en las encuestas en Medellín?...
Una imagen vale más que mil palabras, a pesar del…",1
"@isamg6: ¿Paracos? No petristas, la clase popular, el colombiano de a pie, el trabajador, la Medellín pujante le dice a @petrogustavo :…",0
"@Rodrigo93632530: Le fue mal a petro Abucheado @petrogustavo en Medellín,los paisas hicieron respetar su ciudad,no lo dejaron arrimar, l…",0
@IvanDuque: La acción valerosa y oportuna de los héroes de nuestra @PoliciaColombia frustró la operación de bandidos que causaron pánico…,1
@petrogustavo De los combos de @adida @fecode no esperamos nada diferente...pero en el centro de Medellin lo atendieron como a una chanda...,0
@Jorgejrmll: Petro en Medellin....apoteosica la echada del hueco. https://t.co/7nDwT3l7lh,0
"@AlfredoRamosM: Un gran reconocimiento a la reacción de la Policia hoy en nuestra ciudad. Valentía y rapidez que rinden frutos.
Por otro…",1
"@AndreFelipeari: #PetroEsHambre, la verdadera encuesta es esta que muestra el malestar de los ciudadanos de Medellín con la visita de es…",0
"Que es esa bellezaaa, Medellín la mejor, la que no come de populismos y menos de ex asesinos. https://t.co/Xtv5r1tuUS",0
"@pauwiss: La gente regionalista me da mucha risa,dizque ""Bogotá es mejor"" ""Medellín es mejor"" ""Cali es mejor"".Al parecer se les olvida q…",0
"@jusediaz12: Lo que más disfruto de esta abucheada a Gustavo Petro, hoy en Medellín; es que todos quienes lo rechazan, son trabajadores…",0
